"","first_author","original_title","average_rating","ratings_count","ratings_1","ratings_5","genres","pages","chick_lit","if_wom","prop_one_star","prop_five_star"
"7569","Rick Riordan","The Lightning Thief: The Graphic Novel",3.95,13670,407,5669,"['graphic-novels', 'fantasy', 'young-adult', 'comics', 'fiction']",135,"no","no",0.0297732260424287,0.414703730797366
"7570","W.P. Kinsella","Shoeless Joe",3.96,11053,280,3796,"['fiction', 'sports', 'fantasy', 'classics', 'historical-fiction']",272,"no","no",0.0253324889170361,0.343436171175247
"7571","Charles Martin","When Crickets Cry",4.23,11364,139,5361,"['fiction', 'christian', 'contemporary']",352,"no","no",0.0122316085885252,0.471752903907075
"7572","Naomi Klein","This Changes Everything: Capitalism vs. The Climate",4.17,10037,245,4480,"['nonfiction', 'science', 'business']",576,"no","no",0.0244096841685763,0.446348510511109
"7573","Aurora Rose Reynolds","",4.3,23435,196,11494,"['romance', 'contemporary']",258,"no","yes",0.00836355877960316,0.490462982718157
"7574","Peter Jenkins","A Walk Across America",4.02,9558,150,3527,"['travel', 'nonfiction', 'memoir', 'biography']",320,"no","no",0.0156936597614564,0.369010253191044
"7575","Olivia Cunning","Try Me",3.87,22299,391,6735,"['romance', 'contemporary', 'music']",103,"no","yes",0.017534418583793,0.302031481232342
"7576","Michael Patrick MacDonald","All Souls: A Family Story from Southie",4.07,9402,82,3372,"['nonfiction', 'memoir', 'history', 'biography', 'crime']",263,"no","no",0.00872154860667943,0.358647096362476
"7577","Terry Brooks","Wizard at Large ",3.81,13687,86,3522,"['fantasy', 'fiction']",303,"no","no",0.00628333455103383,0.257324468473734
"7578","L.A. Weatherly","Angel Fire",4.06,14909,310,6320,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction']",720,"no","yes",0.0207928097122543,0.423905023811121
"7579","Toni Aleo","",3.95,19561,924,7640,"['romance', 'sports', 'contemporary', 'chick-lit', 'fiction']",592,"yes","yes",0.0472368488318593,0.390573079085936
"7580","Steve Sheinkin","Bomb: The Race to Build—and Steal—the World's Most Dangerous Weapon",4.12,11575,346,5099,"['nonfiction', 'history', 'science']",266,"no","no",0.0298920086393089,0.440518358531317
"7581","Suketu Mehta","Maximum City: Bombay Lost and Found",3.91,8417,126,2409,"['nonfiction', 'travel', 'history', 'memoir']",542,"no","no",0.0149697041701319,0.286206486871807
"7582","Agatha Christie","A Caribbean Mystery",3.77,17371,119,3915,"['mystery', 'fiction', 'crime', 'classics']",224,"no","no",0.00685049795636406,0.225375626043406
"7583","Danielle Steel","",3.93,11123,172,3878,"['romance', 'fiction', 'chick-lit', 'contemporary', 'mystery']",464,"yes","yes",0.0154634541041086,0.348646947765891
"7584","Sharon Kay Penman","When Christ and His Saints Slept",4.27,11624,143,5612,"['historical-fiction', 'fiction', 'romance']",784,"no","yes",0.0123021335168617,0.482794218857536
"7585","Peter F. Hamilton","Great North Road",4.06,10962,124,3810,"['science-fiction', 'fiction', 'mystery', 'crime', 'thriller', 'fantasy']",948,"no","no",0.0113118044152527,0.347564313081554
"7586","Christine Zolendz","",4.03,20547,514,7929,"['paranormal', 'romance', 'fantasy', 'young-adult', 'contemporary', 'music']",317,"no","yes",0.0250158173942668,0.385895751204555
"7587","Anton Chekhov","",4.47,9738,59,5946,"['fiction', 'classics']",548,"no","no",0.00605873896077223,0.610597658656808
"7588","Jeph Loeb","Superman for All Seasons",4.08,10792,153,4417,"['comics', 'graphic-novels', 'fiction', 'science-fiction']",206,"no","no",0.0141771682727947,0.409284655300222
"7589","Federico García Lorca","La casa de Bernarda Alba",3.77,12070,248,3215,"['classics', 'fiction']",96,"no","no",0.0205468102734051,0.266362883181442
"7590","Sherrilyn Kenyon","Retribution",4.12,18022,198,7786,"['paranormal', 'romance', 'fantasy']",369,"no","yes",0.0109865719675952,0.432027521917656
"7591","Irvine Welsh","Glue",3.84,10153,241,2906,"['fiction', 'contemporary', 'suspense', 'thriller', 'mystery']",556,"no","no",0.023736826553728,0.286220821432089
"7592","A.G. Howard","Unhinged",4.25,16746,152,8227,"['fantasy', 'young-adult', 'romance', 'paranormal', 'fiction']",387,"no","yes",0.00907679445837812,0.491281500059716
"7593","Cecelia Ahern","How to Fall in Love",4.02,13026,191,4687,"['romance', 'chick-lit', 'fiction', 'contemporary']",327,"yes","yes",0.01466298172885,0.35981882389068
"7594","Judith McNaught","Until You",4.12,15950,132,6560,"['romance', 'historical-fiction', 'fiction', 'chick-lit']",430,"yes","yes",0.00827586206896552,0.41128526645768
"7595","R.A. Salvatore","",4.15,10575,47,4403,"['fantasy', 'fiction']",371,"no","no",0.00444444444444444,0.416359338061466
"7596","Jennifer Estep","",4.16,18876,166,7770,"['fantasy', 'paranormal', 'romance', 'fiction']",389,"no","yes",0.00879423606696334,0.41163382072473
"7597","Cassandra Clare","The Shadowhunter's Codex",4.06,18520,232,7450,"['fantasy', 'young-adult', 'paranormal', 'fiction']",274,"no","no",0.0125269978401728,0.402267818574514
"7598","Chris Heimerdinger","Tennis Shoes Among the Nephites (Tennis Shoes, #1)",4.01,13340,411,5148,"['fantasy', 'young-adult', 'fiction', 'historical-fiction', 'religion']",268,"no","no",0.0308095952023988,0.385907046476762
"7599","Laurie Faria Stolarz","Blue Is for Nightmares",3.81,16273,589,5394,"['young-adult', 'fantasy', 'paranormal', 'mystery', 'fiction', 'romance']",284,"no","yes",0.0361949241074172,0.331469304983715
"7600","Stephen King","Three Complete Novels: Carrie/Salem's Lot/The Shining",4.52,11182,82,7281,"['horror', 'fiction', 'classics', 'fantasy', 'thriller', 'paranormal', 'science-fiction']",1096,"no","no",0.00733321409407977,0.651135753890181
"7601","Kelley Armstrong","Personal Demon",4.06,18169,109,6563,"['paranormal', 'fantasy', 'romance', 'fiction']",371,"no","yes",0.00599922945676702,0.361219659860201
"7602","Brandon Sanderson","The Way of Kings, Part 1",4.67,10117,40,7498,"['fantasy', 'fiction']",592,"no","no",0.00395374122763665,0.74112879312049
"7603","Jenna Jameson","How to Make Love Like a Porn Star: A Cautionary Tale",3.75,10201,222,2787,"['nonfiction', 'biography', 'memoir']",592,"no","no",0.0217625722968336,0.273208508969709
"7604","Stephen King","The Green Mile, Part 3: Coffey's Hands",4.5,12698,30,7916,"['horror', 'fiction', 'thriller', 'fantasy', 'mystery', 'crime', 'suspense', 'paranormal']",90,"no","no",0.00236257678374547,0.623405260670972
"7605","Jacquelyn Frank","Jacob",4.02,18356,490,7274,"['paranormal', 'romance', 'fantasy', 'fiction']",376,"no","yes",0.0266942689039006,0.396273697973415
"7606","Katie MacAlister","",4.01,18015,320,6705,"['paranormal', 'romance', 'fantasy', 'chick-lit']",334,"yes","yes",0.0177629752983625,0.372189841798501
"7607","Rachel Joyce","Perfect",3.54,10972,352,1912,"['fiction', 'contemporary', 'historical-fiction']",365,"no","no",0.032081662413416,0.174261757200146
"7608","Philip Pullman","Lyra's Oxford",3.52,14684,201,2357,"['fantasy', 'young-adult', 'fiction', 'science-fiction']",80,"no","no",0.0136883682920185,0.160514846090983
"7609","Rachel Vincent","If I Die (Soul Screamers, #5)",4.32,14810,216,8044,"['young-adult', 'paranormal', 'fantasy', 'romance', 'fiction']",342,"no","yes",0.0145847400405132,0.543146522619851
"7610","James Patterson","Private Berlin",3.9,12432,168,3514,"['mystery', 'fiction', 'thriller', 'crime', 'suspense']",429,"no","no",0.0135135135135135,0.282657657657658
"7611","David Eddings","The Redemption of Althalus",3.82,12981,583,4536,"['fantasy', 'fiction', 'young-adult']",800,"no","no",0.0449117941606964,0.349433787843772
"7612","Emma Donoghue","Slammerkin",3.69,12483,327,2773,"['historical-fiction', 'fiction']",410,"no","no",0.0261956260514299,0.222142113274053
"7613","Rachel Gibson","Simply Irresistible",3.86,18453,429,5252,"['romance', 'contemporary', 'sports', 'chick-lit', 'fiction']",375,"yes","yes",0.0232482523166965,0.28461496775592
"7614","Julie James","About That Night",4.07,19359,105,6642,"['romance', 'contemporary', 'chick-lit', 'fiction', 'suspense']",284,"yes","yes",0.00542383387571672,0.343096234309623
"7615","Nancy Tillman","On the Night You Were Born",4.35,11894,146,7000,"['fiction', 'poetry', 'art']",32,"no","no",0.0122750966874054,0.588532032957794
"7616","Jennifer L. Armentrout","Wicked",4.08,16008,315,6555,"['fantasy', 'romance', 'paranormal', 'young-adult']",376,"no","yes",0.0196776611694153,0.40948275862069
"7617","J.  Daniels","Where I Belong",4.05,19328,432,7552,"['romance', 'contemporary', 'chick-lit']",227,"yes","yes",0.0223509933774834,0.390728476821192
"7618","Debbie Macomber","Back on Blossom Street",4.14,12953,69,5207,"['romance', 'fiction', 'chick-lit', 'contemporary']",393,"yes","yes",0.00532695128541651,0.401991816567591
"7619","Jennifer Crusie","Faking It ",3.9,16386,222,5085,"['romance', 'chick-lit', 'contemporary', 'fiction', 'mystery']",448,"yes","yes",0.0135481508604907,0.310325887953131
"7620","Haruki Murakami","アンダーグラウンド [Andāguraundo]",3.89,10612,77,2827,"['nonfiction', 'history', 'religion', 'crime']",309,"no","no",0.00725593667546174,0.266396532227667
"7621","Indu Sundaresan","The Twentieth Wife",4.03,10772,123,3724,"['historical-fiction', 'fiction', 'romance']",380,"no","yes",0.0114184923876717,0.345711102859265
"7622","Piers Anthony","Split Infinity (Apprentice Adept, #1)",3.94,14043,169,4508,"['fantasy', 'science-fiction', 'fiction', 'young-adult']",368,"no","no",0.0120344655700349,0.321014028341522
"7623","Rob Bell","Sex God: Exploring the Endless Connections Between Sexuality And Spirituality",3.82,9487,322,2827,"['nonfiction', 'christian', 'religion', 'spirituality']",208,"no","no",0.0339411826710235,0.29798671866765
"7624","Hanif Kureishi","The Buddha of Suburbia",3.72,10891,247,2332,"['fiction', 'contemporary']",288,"no","no",0.0226792764668075,0.214121751905243
"7625","Sarah Crossan","Breathe",3.69,14779,433,3633,"['young-adult', 'science-fiction', 'romance', 'fantasy', 'fiction']",373,"no","yes",0.0292983287096556,0.245821774138981
"7626","Brian Coffey","The Voice of the Night ",3.91,13626,188,4547,"['horror', 'fiction', 'thriller', 'suspense', 'mystery']",339,"no","no",0.0137971525025686,0.333700278878614
"7627","Michael J. Sandel","Justice: What's the Right Thing to Do?",4.25,10065,83,4574,"['philosophy', 'nonfiction', 'psychology', 'history']",308,"no","no",0.00824639841033284,0.45444610034774
"7628","Richelle Mead","Succubus Shadows ",4.18,20507,134,8773,"['paranormal', 'fantasy', 'romance']",281,"no","yes",0.0065343541229824,0.427805139708392
"7629","Leila Meacham","Roses",4.02,12279,268,4622,"['historical-fiction', 'fiction', 'romance', 'chick-lit']",609,"yes","yes",0.0218258815864484,0.376415017509569
"7630","Lionel Shriver","The Post-Birthday World ",3.52,11618,648,2335,"['fiction', 'contemporary', 'romance']",528,"no","yes",0.0557755207436736,0.200981236013083
"7631","Mordicai Gerstein","The Man Who Walked Between the Towers",4.14,12557,192,5570,"['nonfiction', 'biography', 'history']",34,"no","no",0.0152902763398901,0.443577287568687
"7632","Cassandra Clare","",4.59,11483,114,8259,"['fantasy', 'young-adult', 'romance', 'paranormal', 'fiction']",2496,"no","yes",0.00992771923713315,0.719237133153357
"7633","José Saramago","O Homem Duplicado",3.84,10099,174,2672,"['fiction', 'contemporary', 'fantasy', 'classics']",324,"no","no",0.0172294286563026,0.264580651549658
"7634","Richelle Mead","Thorn Queen",4.12,18859,176,7517,"['fantasy', 'paranormal', 'romance', 'fiction']",480,"no","yes",0.0093324142319317,0.398589532849038
"7635","Piers Anthony","For Love of Evil",4.1,12665,133,5226,"['fantasy', 'fiction', 'science-fiction', 'paranormal']",330,"no","no",0.010501381760758,0.412633241215949
"7636","Engle""]","An Acceptable Time (Time Quintet, #5)",3.86,15174,208,4443,"['fantasy', 'young-adult', 'fiction', 'science-fiction', 'classics']",343,"no","no",0.0137076578357717,0.29280347963622
"7637","Lynsay Sands","Love Bites",4.12,19269,167,7951,"['romance', 'paranormal', 'fantasy', 'fiction']",373,"no","yes",0.00866677046032487,0.412631688203851
"7638","Hillary Rodham Clinton","Hard Choices",3.57,9724,682,2260,"['nonfiction', 'biography', 'memoir', 'history']",788,"no","no",0.0701357466063348,0.23241464417935
"7639","Esi Edugyan","Half Blood Blues",3.63,11506,256,2053,"['fiction', 'historical-fiction', 'music']",343,"no","no",0.0222492612549974,0.178428645923866
"7640","J.L. Bourne","Day By Day Armageddon: Beyond Exile ",4.08,9976,114,3895,"['horror', 'fiction', 'science-fiction', 'fantasy']",277,"no","no",0.0114274258219727,0.390437048917402
"7641","Randall Wallace","Braveheart",4.19,10837,218,5274,"['historical-fiction', 'fiction', 'classics', 'romance']",277,"no","yes",0.0201162683399465,0.486666051490265
"7642","Anne Michaels","Fugitive Pieces",3.95,11449,310,4234,"['fiction', 'historical-fiction']",304,"no","no",0.0270766005764696,0.369813957550878
"7643","Terry Brooks","Armageddon's Children",4.09,12790,121,4937,"['fantasy', 'fiction', 'science-fiction']",371,"no","no",0.00946051602814699,0.386004691164973
"7644","Richard   Preston","The Cobra Event",4,11650,154,3964,"['fiction', 'thriller', 'science-fiction', 'suspense', 'mystery', 'horror']",404,"no","no",0.0132188841201717,0.340257510729614
"7645","Brodi Ashton","Everbound",4.06,16560,261,6654,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction']",358,"no","yes",0.0157608695652174,0.401811594202899
"7646","Gary Ezzo","On Becoming Baby Wise: Giving Your Infant the Gift of Nighttime Sleep",3.58,9356,795,2465,"['nonfiction', 'self-help']",252,"no","no",0.0849722103463018,0.263467293715263
"7647","نور عبدالمجيد","",3.97,7845,343,3259,"['romance', 'fiction']",360,"no","yes",0.0437221159974506,0.415423836838751
"7648","Steve Coll","Ghost Wars: The Secret History of the CIA, Afghanistan, and Bin Laden, from the Soviet Invasion to September 10, 2001",4.28,9638,66,4524,"['history', 'nonfiction']",712,"no","no",0.00684789375389085,0.469391990039427
"7649","Anonymous","La vida del Lazarillo de Tormes y sus fortunas y adversidades ",3.49,12456,511,2424,"['classics', 'fiction', 'historical-fiction']",96,"no","no",0.041024405908799,0.194605009633911
"7650","John Wyndham","The Midwich Cuckoos",3.93,12926,93,3555,"['science-fiction', 'fiction', 'horror', 'classics', 'fantasy']",220,"no","no",0.00719480117592449,0.275027077208727
"7651","Sandra Brown","Smoke Screen",3.98,12399,88,3791,"['mystery', 'romance', 'suspense', 'fiction', 'thriller', 'contemporary', 'crime']",398,"no","yes",0.00709734656020647,0.305750463747076
"7652","Don DeLillo","Libra ",3.98,11342,156,3600,"['fiction', 'historical-fiction', 'contemporary']",480,"no","no",0.0137541879739023,0.317404337859284
"7653","Robin Hobb","Renegade's Magic",3.46,11715,593,2363,"['fantasy', 'fiction']",691,"no","no",0.0506188647033717,0.201707212974819
"7654","James Redfield","The Tenth Insight ",3.61,9485,355,2361,"['spirituality', 'fiction', 'philosophy', 'self-help', 'religion', 'fantasy']",256,"no","no",0.0374275171323142,0.248919346336321
"7655","Jed Rubenfeld","The Interpretation of Murder",3.51,10909,299,1760,"['fiction', 'historical-fiction', 'mystery', 'crime', 'thriller', 'psychology', 'suspense']",533,"no","no",0.0274085617380145,0.161334677788982
"7656","Julian Barnes","Arthur & George",3.7,12297,183,2236,"['fiction', 'historical-fiction', 'mystery', 'crime', 'contemporary']",445,"no","no",0.0148816784581605,0.18183296739042
"7657","Karina Halle","Sins & Needles",3.98,20756,650,7662,"['romance', 'contemporary', 'suspense', 'fiction']",438,"no","yes",0.0313162459047986,0.369146270957795
"7658","E.H. Gombrich","Eine kurze Weltgeschichte für junge Leser: Von der Urzeit bis zur Gegenwart",4.1,11017,120,4277,"['history', 'nonfiction', 'classics']",284,"no","no",0.0108922574203504,0.388218208223654
"7659","H.P. Mallory","Fire Burn and Cauldron Bubble",3.85,13938,440,4318,"['paranormal', 'romance', 'fantasy', 'fiction', 'chick-lit']",304,"yes","yes",0.0315683742287272,0.309800545271918
"7660","Natsuki Takaya","フルーツバスケット 4",4.39,15506,89,8934,"['manga', 'fantasy', 'romance', 'graphic-novels', 'young-adult', 'comics', 'fiction']",196,"no","yes",0.00573971365922869,0.576164065523023
"7661","Geneen Roth","",3.62,11420,541,2974,"['nonfiction', 'self-help', 'spirituality', 'psychology', 'religion']",224,"no","no",0.0473730297723292,0.260420315236427
"7662","Naguib Mahfouz","بين القصرين",4.14,10468,129,4324,"['fiction', 'historical-fiction', 'classics']",501,"no","no",0.0123232709209018,0.413068398930073
"7663","Frank Bettger","How I Raised Myself from Failure to Success in Selling",4.25,9761,161,5152,"['business', 'self-help', 'nonfiction', 'psychology']",192,"no","no",0.0164942116586415,0.527814773076529
"7664","Billy Crystal","",3.89,10271,265,3115,"['nonfiction', 'biography', 'memoir', 'history']",288,"no","no",0.0258007983643267,0.303281082659916
"7665","Jackie Collins","Lucky",4.08,10907,149,4591,"['fiction', 'romance', 'chick-lit', 'contemporary', 'thriller', 'crime']",598,"yes","yes",0.0136609516824058,0.420922343449161
"7666","Bernard Cornwell","Vagabond",4.09,11666,36,3943,"['historical-fiction', 'fiction', 'fantasy']",416,"no","no",0.00308589062232128,0.337990742328133
"7667","Frances Hodgson Burnett","Little Lord Fauntleroy",3.81,14964,309,4418,"['classics', 'fiction', 'historical-fiction', 'young-adult']",164,"no","no",0.0206495589414595,0.295241913926758
